"nkill","iyear","imonth","gname","targtype1_txt","weaptype1_txt","attacktype1_txt","region","time_of_year"
1,1992,1,"Protestant extremists","Private Citizens & Property","Melee","Assassination","Western Europe","Winter"
1,1992,1,"Protestant extremists","Private Citizens & Property","Firearms","Assassination","Western Europe","Winter"
3,1992,1,"Other","Business","Incendiary","Armed Assault","Western Europe","Winter"
1,1992,2,"Ulster Freedom Fighters (UFF)","Private Citizens & Property","Firearms","Assassination","Western Europe","Winter"
1,1992,2,"Irish Republican Army (IRA)","Private Citizens & Property","Firearms","Assassination","Western Europe","Winter"
5,1992,2,"Ulster Freedom Fighters (UFF)","Business","Firearms","Assassination","Western Europe","Winter"
1,1992,2,"Irish Republican Army (IRA)","Military","Firearms","Assassination","Western Europe","Winter"
5,1992,2,"Basque Fatherland and Freedom (ETA)","Military","Explosives","Bombing/Explosion","Western Europe","Winter"
1,1992,2,"Basque Fatherland and Freedom (ETA)","Private Citizens & Property","Explosives","Bombing/Explosion","Western Europe","Winter"
4,1992,2,"Irish Republican Army (IRA)","Police","Firearms","Armed Assault","Western Europe","Winter"
1,1992,2,"Other","Private Citizens & Property","Firearms","Assassination","Western Europe","Winter"
1,1992,2,"Protestant extremists","Private Citizens & Property","Firearms","Assassination","Western Europe","Winter"
2,1992,2,"Basque Fatherland and Freedom (ETA)","Police","Explosives","Bombing/Explosion","Western Europe","Winter"
1,1992,2,"Ulster Volunteer Force (UVF)","Private Citizens & Property","Melee","Assassination","Western Europe","Winter"
1,1992,3,"Protestant extremists","Private Citizens & Property","Firearms","Assassination","Western Europe","Spring"
1,1992,3,"Ulster Freedom Fighters (UFF)","Private Citizens & Property","Firearms","Assassination","Western Europe","Spring"
1,1992,3,"Ulster Freedom Fighters (UFF)","Private Citizens & Property","Firearms","Assassination","Western Europe","Spring"
1,1992,3,"Basque Fatherland and Freedom (ETA)","Private Citizens & Property","Explosives","Bombing/Explosion","Western Europe","Spring"
1,1992,3,"Basque Fatherland and Freedom (ETA)","Transportation","Explosives","Bombing/Explosion","Western Europe","Spring"
1,1992,3,"Basque Fatherland and Freedom (ETA)","Military","Explosives","Assassination","Western Europe","Spring"
1,1992,3,"Irish Republican Army (IRA)","Police","Explosives","Bombing/Explosion","Western Europe","Spring"
1,1992,3,"Ulster Volunteer Force (UVF)","Private Citizens & Property","Firearms","Assassination","Western Europe","Spring"
1,1992,3,"Basque Fatherland and Freedom (ETA)","Military","Explosives","Assassination","Western Europe","Spring"
1,1992,4,"Protestant extremists","Government (General)","Firearms","Assassination","Western Europe","Spring"
1,1992,4,"Irish Republican Army (IRA)","Private Citizens & Property","Firearms","Assassination","Western Europe","Spring"
1,1992,4,"Other","Police","Firearms","Assassination","Western Europe","Spring"
3,1992,4,"Irish Republican Army (IRA)","Business","Explosives","Bombing/Explosion","Western Europe","Spring"
3,1992,4,"Irish Republican Army (IRA)","Private Citizens & Property","Explosives","Bombing/Explosion","Western Europe","Spring"
1,1992,4,"Irish National Liberation Army (INLA)","Military","Firearms","Assassination","Western Europe","Spring"
1,1992,4,"Other","Police","Explosives","Bombing/Explosion","Eastern Europe","Spring"
1,1992,4,"Ulster Freedom Fighters (UFF)","Private Citizens & Property","Firearms","Assassination","Western Europe","Spring"
1,1992,4,"Ulster Volunteer Force (UVF)","Private Citizens & Property","Firearms","Assassination","Western Europe","Spring"
1,1992,4,"Irish Republican Army (IRA)","Terrorists/Non-State Militia","Firearms","Assassination","Western Europe","Spring"
5,1992,4,"Other","Police","Firearms","Armed Assault","Eastern Europe","Spring"
1,1992,4,"Basque Fatherland and Freedom (ETA)","Police","Firearms","Armed Assault","Western Europe","Spring"
1,1992,4,"Protestant extremists","Private Citizens & Property","Firearms","Assassination","Western Europe","Spring"
1,1992,4,"Ulster Volunteer Force (UVF)","Private Citizens & Property","Firearms","Assassination","Western Europe","Spring"
2,1992,4,"Other","Government (General)","Explosives","Bombing/Explosion","Western Europe","Spring"
1,1992,5,"Irish Republican Army (IRA)","Military","Explosives","Bombing/Explosion","Western Europe","Spring"
1,1992,5,"Other","Private Citizens & Property","Firearms","Assassination","Western Europe","Spring"
1,1992,5,"Other","Private Citizens & Property","Melee","Unarmed Assault","Western Europe","Spring"
6,1992,5,"Other","Government (General)","Explosives","Assassination","Western Europe","Spring"
2,1992,6,"Irish Republican Army (IRA)","Police","Firearms","Assassination","Western Europe","Summer"
1,1992,6,"Other","Private Citizens & Property","Firearms","Assassination","Western Europe","Summer"
1,1992,7,"Irish Republican Army (IRA)","Private Citizens & Property","Firearms","Assassination","Western Europe","Summer"
1,1992,7,"Irish Republican Army (IRA)","Private Citizens & Property","Firearms","Assassination","Western Europe","Summer"
1,1992,7,"Irish Republican Army (IRA)","Private Citizens & Property","Firearms","Assassination","Western Europe","Summer"
1,1992,7,"Irish Republican Army (IRA)","Private Citizens & Property","Firearms","Assassination","Western Europe","Summer"
1,1992,7,"Protestant extremists","Private Citizens & Property","Melee","Assassination","Western Europe","Summer"
1,1992,7,"Protestant extremists","Private Citizens & Property","Firearms","Assassination","Western Europe","Summer"
1,1992,7,"Protestant extremists","Educational Institution","Firearms","Assassination","Western Europe","Summer"
1,1992,7,"Other","Government (General)","Explosives","Assassination","Western Europe","Summer"
5,1992,7,"Other","Government (General)","Explosives","Assassination","Western Europe","Summer"
2,1992,7,"Other","Private Citizens & Property","Firearms","Armed Assault","Eastern Europe","Summer"
1,1992,7,"Other","Police","Firearms","Assassination","Western Europe","Summer"
1,1992,7,"Other","Private Citizens & Property","Melee","Assassination","Western Europe","Summer"
2,1992,8,"Other","Transportation","Firearms","Armed Assault","Eastern Europe","Summer"
1,1992,8,"Irish Republican Army (IRA)","Military","Firearms","Armed Assault","Western Europe","Summer"
1,1992,8,"Irish Republican Army (IRA)","Private Citizens & Property","Firearms","Assassination","Western Europe","Summer"
1,1992,8,"Other","Journalists & Media","Firearms","Armed Assault","Eastern Europe","Summer"
5,1992,8,"Other","Business","Explosives","Bombing/Explosion","Eastern Europe","Summer"
2,1992,8,"Basque Fatherland and Freedom (ETA)","Police","Firearms","Assassination","Western Europe","Summer"
8,1992,8,"Other","Private Citizens & Property","Explosives","Bombing/Explosion","Eastern Europe","Summer"
1,1992,8,"Irish National Liberation Army (INLA)","Government (General)","Firearms","Assassination","Western Europe","Summer"
1,1992,8,"Irish Republican Army (IRA)","Police","Firearms","Armed Assault","Western Europe","Summer"
1,1992,8,"Other","Private Citizens & Property","Firearms","Assassination","Western Europe","Summer"
1,1992,8,"Irish Republican Army (IRA)","Military","Firearms","Assassination","Western Europe","Summer"
1,1992,9,"Basque Fatherland and Freedom (ETA)","Military","Explosives","Assassination","Western Europe","Autumn"
1,1992,9,"Ulster Volunteer Force (UVF)","Private Citizens & Property","Firearms","Assassination","Western Europe","Autumn"
2,1992,9,"Protestant extremists","Terrorists/Non-State Militia","Firearms","Assassination","Western Europe","Autumn"
1,1992,9,"Ulster Volunteer Force (UVF)","Terrorists/Non-State Militia","Firearms","Assassination","Western Europe","Autumn"
2,1992,9,"Other","Government (Diplomatic)","Firearms","Armed Assault","Eastern Europe","Autumn"
8,1992,9,"Other","Transportation","Firearms","Armed Assault","Eastern Europe","Autumn"
1,1992,9,"Other","Government (General)","Firearms","Assassination","Western Europe","Autumn"
1,1992,9,"Basque Fatherland and Freedom (ETA)","Police","Firearms","Assassination","Western Europe","Autumn"
4,1992,9,"Other","Government (General)","Firearms","Armed Assault","Western Europe","Autumn"
1,1992,9,"Protestant extremists","Private Citizens & Property","Firearms","Assassination","Western Europe","Autumn"
1,1992,9,"Ulster Freedom Fighters (UFF)","Terrorists/Non-State Militia","Firearms","Assassination","Western Europe","Autumn"
1,1992,9,"Ulster Freedom Fighters (UFF)","Private Citizens & Property","Firearms","Assassination","Western Europe","Autumn"
1,1992,9,"Basque Fatherland and Freedom (ETA)","Telecommunication","Firearms","Assassination","Western Europe","Autumn"
1,1992,9,"Irish Republican Army (IRA)","Terrorists/Non-State Militia","Firearms","Assassination","Western Europe","Autumn"
1,1992,10,"Other","Private Citizens & Property","Firearms","Assassination","Western Europe","Autumn"
1,1992,10,"Other","Private Citizens & Property","Firearms","Assassination","Western Europe","Autumn"
1,1992,10,"Irish Republican Army (IRA)","Police","Firearms","Assassination","Western Europe","Autumn"
1,1992,10,"Irish Republican Army (IRA)","Business","Explosives","Bombing/Explosion","Western Europe","Autumn"
1,1992,10,"Ulster Volunteer Force (UVF)","Government (General)","Firearms","Assassination","Western Europe","Autumn"
1,1992,10,"Irish Republican Army (IRA)","Military","Firearms","Assassination","Western Europe","Autumn"
10,1992,10,"Other","Military","Firearms","Hostage Taking (Kidnapping)","Eastern Europe","Autumn"
1,1992,10,"Irish Republican Army (IRA)","Private Citizens & Property","Firearms","Assassination","Western Europe","Autumn"
1,1992,11,"Protestant extremists","Private Citizens & Property","Firearms","Assassination","Western Europe","Autumn"
1,1992,11,"Ulster Freedom Fighters (UFF)","Private Citizens & Property","Melee","Assassination","Western Europe","Autumn"
2,1992,11,"Other","Government (General)","Firearms","Assassination","Western Europe","Autumn"
1,1992,11,"Other","Private Citizens & Property","Melee","Assassination","Western Europe","Autumn"
3,1992,11,"Ulster Freedom Fighters (UFF)","Business","Firearms","Bombing/Explosion","Western Europe","Autumn"
1,1992,11,"Irish Republican Army (IRA)","Police","Firearms","Assassination","Western Europe","Autumn"
1,1992,11,"Protestant extremists","Business","Firearms","Armed Assault","Western Europe","Autumn"
1,1992,11,"Irish Republican Army (IRA)","Military","Firearms","Assassination","Western Europe","Autumn"
1,1992,11,"Other","Government (General)","Firearms","Assassination","Western Europe","Autumn"
1,1992,11,"Other","Private Citizens & Property","Melee","Assassination","Western Europe","Autumn"
3,1992,11,"Other","Private Citizens & Property","Incendiary","Facility/Infrastructure Attack","Western Europe","Autumn"
1,1992,11,"Other","Business","Explosives","Bombing/Explosion","Western Europe","Autumn"
1,1992,11,"Irish Republican Army (IRA)","Police","Firearms","Armed Assault","Western Europe","Autumn"
1,1992,12,"Irish Republican Army (IRA)","Private Citizens & Property","Firearms","Armed Assault","Western Europe","Winter"
1,1992,12,"Ulster Freedom Fighters (UFF)","Terrorists/Non-State Militia","Firearms","Assassination","Western Europe","Winter"
1,1992,12,"Ulster Volunteer Force (UVF)","Private Citizens & Property","Firearms","Assassination","Western Europe","Winter"
1,1992,12,"Basque Fatherland and Freedom (ETA)","Police","Firearms","Assassination","Western Europe","Winter"
1,1992,12,"Irish Republican Army (IRA)","Military","Firearms","Assassination","Western Europe","Winter"
1,1994,1,"Ulster Freedom Fighters (UFF)","Religious Figures/Institutions","Firearms","Assassination","Western Europe","Winter"
1,1994,1,"Other","Business","Firearms","Assassination","Western Europe","Winter"
1,1994,1,"Ulster Freedom Fighters (UFF)","Private Citizens & Property","Firearms","Assassination","Western Europe","Winter"
1,1994,1,"Ulster Freedom Fighters (UFF)","Private Citizens & Property","Firearms","Assassination","Western Europe","Winter"
1,1994,2,"Ulster Volunteer Force (UVF)","Private Citizens & Property","Firearms","Assassination","Western Europe","Winter"
1,1994,2,"Basque Fatherland and Freedom (ETA)","Military","Firearms","Assassination","Western Europe","Winter"
1,1994,2,"Irish Republican Army (IRA)","Police","Explosives","Bombing/Explosion","Western Europe","Winter"
1,1994,2,"Other","Private Citizens & Property","Firearms","Assassination","Western Europe","Winter"
1,1994,2,"Irish Republican Army (IRA)","Private Citizens & Property","Firearms","Assassination","Western Europe","Winter"
1,1994,3,"Irish Republican Army (IRA)","Police","Firearms","Assassination","Western Europe","Spring"
1,1994,3,"Ulster Volunteer Force (UVF)","Private Citizens & Property","Explosives","Assassination","Western Europe","Spring"
1,1994,3,"Other","Religious Figures/Institutions","Firearms","Assassination","Western Europe","Spring"
1,1994,3,"Basque Fatherland and Freedom (ETA)","Business","Explosives","Bombing/Explosion","Western Europe","Spring"
1,1994,4,"Basque Fatherland and Freedom (ETA)","Police","Explosives","Assassination","Western Europe","Spring"
1,1994,4,"Protestant extremists","Private Citizens & Property","Firearms","Assassination","Western Europe","Spring"
1,1994,4,"Ulster Volunteer Force (UVF)","Terrorists/Non-State Militia","Firearms","Assassination","Western Europe","Spring"
1,1994,4,"Ulster Freedom Fighters (UFF)","Government (General)","Firearms","Assassination","Western Europe","Spring"
1,1994,4,"Ulster Volunteer Force (UVF)","Business","Firearms","Assassination","Western Europe","Spring"
1,1994,4,"Irish Republican Army (IRA)","Police","Explosives","Bombing/Explosion","Western Europe","Spring"
2,1994,4,"Irish Republican Army (IRA)","Private Citizens & Property","Firearms","Assassination","Western Europe","Spring"
1,1994,4,"Irish Republican Army (IRA)","Private Citizens & Property","Firearms","Assassination","Western Europe","Spring"
1,1994,4,"Irish Republican Army (IRA)","Private Citizens & Property","Firearms","Assassination","Western Europe","Spring"
1,1994,4,"Ulster Freedom Fighters (UFF)","Private Citizens & Property","Firearms","Assassination","Western Europe","Spring"
1,1994,4,"Irish National Liberation Army (INLA)","Business","Firearms","Armed Assault","Western Europe","Spring"
1,1994,4,"Ulster Freedom Fighters (UFF)","Private Citizens & Property","Firearms","Assassination","Western Europe","Spring"
1,1994,4,"Protestant extremists","Business","Firearms","Armed Assault","Western Europe","Spring"
1,1994,4,"Ulster Volunteer Force (UVF)","Private Citizens & Property","Firearms","Assassination","Western Europe","Spring"
1,1994,4,"Basque Fatherland and Freedom (ETA)","Police","Firearms","Assassination","Western Europe","Spring"
1,1994,4,"Irish Republican Army (IRA)","Terrorists/Non-State Militia","Firearms","Assassination","Western Europe","Spring"
1,1994,5,"Irish National Liberation Army (INLA)","Private Citizens & Property","Firearms","Assassination","Western Europe","Spring"
1,1994,5,"Ulster Volunteer Force (UVF)","Private Citizens & Property","Firearms","Assassination","Western Europe","Spring"
1,1994,5,"Ulster Freedom Fighters (UFF)","Private Citizens & Property","Firearms","Assassination","Western Europe","Spring"
1,1994,5,"Irish Republican Army (IRA)","Police","Explosives","Bombing/Explosion","Western Europe","Spring"
1,1994,5,"Irish Republican Army (IRA)","Military","Firearms","Armed Assault","Western Europe","Spring"
2,1994,5,"Ulster Volunteer Force (UVF)","Private Citizens & Property","Firearms","Assassination","Western Europe","Spring"
2,1994,5,"Ulster Volunteer Force (UVF)","Private Citizens & Property","Firearms","Assassination","Western Europe","Spring"
2,1994,5,"Protestant extremists","Business","Firearms","Armed Assault","Western Europe","Spring"
1,1994,5,"Irish Republican Army (IRA)","Military","Firearms","Assassination","Western Europe","Spring"
1,1994,5,"Ulster Volunteer Force (UVF)","Business","Explosives","Bombing/Explosion","Western Europe","Spring"
1,1994,5,"Irish Republican Army (IRA)","Military","Firearms","Assassination","Western Europe","Spring"
1,1994,5,"Basque Fatherland and Freedom (ETA)","Military","Explosives","Assassination","Western Europe","Spring"
1,1994,6,"Basque Fatherland and Freedom (ETA)","Military","Firearms","Assassination","Western Europe","Summer"
1,1994,6,"Protestant extremists","Private Citizens & Property","Firearms","Assassination","Western Europe","Summer"
2,1994,6,"Basque Fatherland and Freedom (ETA)","Police","Firearms","Assassination","Western Europe","Summer"
3,1994,6,"Irish National Liberation Army (INLA)","Private Citizens & Property","Firearms","Assassination","Western Europe","Summer"
1,1994,6,"Ulster Freedom Fighters (UFF)","Business","Firearms","Assassination","Western Europe","Summer"
1,1994,6,"Ulster Volunteer Force (UVF)","Private Citizens & Property","Firearms","Assassination","Western Europe","Summer"
1,1994,6,"Ulster Volunteer Force (UVF)","Private Citizens & Property","Firearms","Armed Assault","Western Europe","Summer"
6,1994,6,"Ulster Volunteer Force (UVF)","Private Citizens & Property","Firearms","Assassination","Western Europe","Summer"
1,1994,7,"Other","Government (Diplomatic)","Firearms","Assassination","Western Europe","Summer"
1,1994,7,"Irish Republican Army (IRA)","Private Citizens & Property","Firearms","Assassination","Western Europe","Summer"
1,1994,7,"Irish Republican Army (IRA)","Private Citizens & Property","Firearms","Assassination","Western Europe","Summer"
1,1994,7,"Ulster Freedom Fighters (UFF)","Private Citizens & Property","Firearms","Assassination","Western Europe","Summer"
3,1994,7,"Basque Fatherland and Freedom (ETA)","Military","Explosives","Bombing/Explosion","Western Europe","Summer"
1,1994,8,"Ulster Volunteer Force (UVF)","Private Citizens & Property","Firearms","Assassination","Western Europe","Summer"
1,1994,8,"Ulster Volunteer Force (UVF)","Private Citizens & Property","Firearms","Assassination","Western Europe","Summer"
1,1994,8,"Irish Republican Army (IRA)","Business","Firearms","Assassination","Western Europe","Summer"
1,1994,8,"Basque Fatherland and Freedom (ETA)","Private Citizens & Property","Firearms","Assassination","Western Europe","Summer"
1,1994,8,"Ulster Freedom Fighters (UFF)","Police","Firearms","Assassination","Western Europe","Summer"
1,1994,8,"Ulster Freedom Fighters (UFF)","Private Citizens & Property","Firearms","Assassination","Western Europe","Summer"
1,1994,8,"Protestant extremists","Private Citizens & Property","Firearms","Assassination","Western Europe","Summer"
1,1994,8,"Irish Republican Army (IRA)","Private Citizens & Property","Firearms","Assassination","Western Europe","Summer"
1,1994,8,"Basque Fatherland and Freedom (ETA)","Police","Firearms","Assassination","Western Europe","Summer"
1,1994,8,"Ulster Freedom Fighters (UFF)","Private Citizens & Property","Firearms","Assassination","Western Europe","Summer"
1,1994,9,"Ulster Freedom Fighters (UFF)","Private Citizens & Property","Firearms","Assassination","Western Europe","Autumn"
1,1994,9,"Other","Police","Explosives","Bombing/Explosion","Western Europe","Autumn"
1,1994,11,"Irish Republican Army (IRA)","Government (General)","Firearms","Assassination","Western Europe","Autumn"
1,1994,11,"Basque Fatherland and Freedom (ETA)","Military","Firearms","Armed Assault","Western Europe","Autumn"
1,1994,12,"Protestant extremists","Private Citizens & Property","Melee","Assassination","Western Europe","Winter"
1,1995,1,"Basque Fatherland and Freedom (ETA)","Police","Firearms","Assassination","Western Europe","Winter"
4,1995,2,"Other","Private Citizens & Property","Explosives","Bombing/Explosion","Western Europe","Winter"
1,1995,2,"Other","Private Citizens & Property","Melee","Armed Assault","Western Europe","Winter"
1,1995,4,"Basque Fatherland and Freedom (ETA)","Military","Firearms","Assassination","Western Europe","Spring"
2,1995,4,"Other","Utilities","Explosives","Bombing/Explosion","Western Europe","Spring"
1,1995,4,"Basque Fatherland and Freedom (ETA)","Police","Explosives","Bombing/Explosion","Western Europe","Spring"
1,1995,4,"Irish Republican Army (IRA)","Police","Explosives","Bombing/Explosion","Western Europe","Spring"
1,1995,4,"Irish Republican Army (IRA)","Private Citizens & Property","Firearms","Assassination","Western Europe","Spring"
1,1995,5,"Other","Private Citizens & Property","Melee","Unarmed Assault","Eastern Europe","Spring"
1,1995,5,"Ulster Volunteer Force (UVF)","Government (General)","Explosives","Bombing/Explosion","Western Europe","Spring"
1,1995,6,"Basque Fatherland and Freedom (ETA)","Police","Firearms","Assassination","Western Europe","Summer"
1,1995,6,"Basque Fatherland and Freedom (ETA)","Police","Explosives","Bombing/Explosion","Western Europe","Summer"
1,1995,7,"Other","Private Citizens & Property","Incendiary","Armed Assault","Eastern Europe","Summer"
1,1995,7,"Other","Police","Melee","Assassination","Western Europe","Summer"
7,1995,7,"Other","Transportation","Explosives","Bombing/Explosion","Western Europe","Summer"
2,1995,8,"Other","Business","Incendiary","Facility/Infrastructure Attack","Western Europe","Summer"
2,1995,8,"Other","Terrorists/Non-State Militia","Firearms","Assassination","Western Europe","Summer"
1,1995,8,"Other","Violent Political Party","Firearms","Assassination","Western Europe","Summer"
1,1995,9,"Irish Republican Army (IRA)","Private Citizens & Property","Firearms","Assassination","Western Europe","Autumn"
1,1995,9,"Other","Terrorists/Non-State Militia","Firearms","Assassination","Western Europe","Autumn"
1,1995,10,"Basque Fatherland and Freedom (ETA)","Police","Firearms","Assassination","Western Europe","Autumn"
1,1995,10,"Other","Police","Explosives","Bombing/Explosion","Eastern Europe","Autumn"
1,1995,11,"Other","Government (Diplomatic)","Firearms","Assassination","Western Europe","Autumn"
1,1995,11,"Protestant extremists","Private Citizens & Property","Melee","Assassination","Western Europe","Autumn"
1,1995,12,"Irish Republican Army (IRA)","Private Citizens & Property","Firearms","Assassination","Western Europe","Winter"
6,1995,12,"Basque Fatherland and Freedom (ETA)","Military","Explosives","Bombing/Explosion","Western Europe","Winter"
1,1995,12,"Basque Fatherland and Freedom (ETA)","Business","Explosives","Bombing/Explosion","Western Europe","Winter"
1,1995,12,"Other","Private Citizens & Property","Firearms","Assassination","Western Europe","Winter"
1,1995,12,"Other","Private Citizens & Property","Firearms","Assassination","Western Europe","Winter"
1,1995,12,"Basque Fatherland and Freedom (ETA)","Military","Explosives","Bombing/Explosion","Western Europe","Winter"
1,1995,12,"Other","Private Citizens & Property","Firearms","Assassination","Western Europe","Winter"
1,1996,1,"Other","Government (General)","Firearms","Assassination","Western Europe","Winter"
1,1996,1,"Other","Private Citizens & Property","Firearms","Assassination","Western Europe","Winter"
1,1996,1,"Irish National Liberation Army (INLA)","Terrorists/Non-State Militia","Firearms","Assassination","Western Europe","Winter"
1,1996,2,"Basque Fatherland and Freedom (ETA)","Business","Firearms","Assassination","Western Europe","Winter"
2,1996,2,"Irish Republican Army (IRA)","Business","Explosives","Bombing/Explosion","Western Europe","Winter"
1,1996,2,"Basque Fatherland and Freedom (ETA)","Government (General)","Firearms","Assassination","Western Europe","Winter"
1,1996,3,"Basque Fatherland and Freedom (ETA)","Police","Explosives","Bombing/Explosion","Western Europe","Spring"
1,1996,3,"Irish National Liberation Army (INLA)","Terrorists/Non-State Militia","Melee","Assassination","Western Europe","Spring"
1,1996,3,"Irish National Liberation Army (INLA)","Terrorists/Non-State Militia","Firearms","Armed Assault","Western Europe","Spring"
2,1996,4,"Other","Business","Firearms","Armed Assault","Eastern Europe","Spring"
1,1996,4,"Other","Police","Firearms","Armed Assault","Eastern Europe","Spring"
1,1996,4,"Other","Business","Explosives","Bombing/Explosion","Eastern Europe","Spring"
1,1996,5,"Basque Fatherland and Freedom (ETA)","Military","Explosives","Bombing/Explosion","Western Europe","Spring"
1,1996,5,"Irish National Liberation Army (INLA)","Terrorists/Non-State Militia","Firearms","Assassination","Western Europe","Spring"
4,1996,6,"Chechen Rebels","Government (General)","Firearms","Assassination","Eastern Europe","Summer"
1,1996,6,"Irish National Liberation Army (INLA)","Terrorists/Non-State Militia","Firearms","Assassination","Western Europe","Summer"
1,1996,6,"Other","Police","Firearms","Armed Assault","Eastern Europe","Summer"
1,1996,7,"Other","Journalists & Media","Firearms","Assassination","Western Europe","Summer"
1,1996,7,"Ulster Volunteer Force (UVF)","Private Citizens & Property","Firearms","Assassination","Western Europe","Summer"
1,1996,7,"Basque Fatherland and Freedom (ETA)","Business","Firearms","Assassination","Western Europe","Summer"
1,1996,9,"Irish National Liberation Army (INLA)","Terrorists/Non-State Militia","Firearms","Assassination","Western Europe","Autumn"
1,1996,9,"Irish Republican Army (IRA)","Private Citizens & Property","Firearms","Assassination","Western Europe","Autumn"
1,1996,10,"Irish Republican Army (IRA)","Military","Explosives","Bombing/Explosion","Western Europe","Autumn"
1,1996,10,"Irish Republican Army (IRA)","Military","Explosives","Bombing/Explosion","Western Europe","Autumn"
1,1996,10,"Ulster Volunteer Force (UVF)","Military","Firearms","Assassination","Western Europe","Autumn"
3,1996,12,"Other","Transportation","Explosives","Bombing/Explosion","Western Europe","Winter"
1,1997,1,"Basque Fatherland and Freedom (ETA)","Military","Firearms","Assassination","Western Europe","Winter"
1,1997,1,"Other","Government (General)","Firearms","Assassination","Eastern Europe","Winter"
1,1997,1,"Other","Private Citizens & Property","Firearms","Armed Assault","Eastern Europe","Winter"
1,1997,1,"Other","Government (Diplomatic)","Firearms","Armed Assault","Eastern Europe","Winter"
1,1997,2,"Basque Fatherland and Freedom (ETA)","Government (General)","Firearms","Assassination","Western Europe","Winter"
1,1997,2,"Basque Fatherland and Freedom (ETA)","Military","Explosives","Bombing/Explosion","Western Europe","Winter"
1,1997,2,"Other","Religious Figures/Institutions","Firearms","Armed Assault","Eastern Europe","Winter"
1,1997,2,"Protestant extremists","Private Citizens & Property","Melee","Unarmed Assault","Western Europe","Winter"
1,1997,2,"Basque Fatherland and Freedom (ETA)","Business","Firearms","Assassination","Western Europe","Winter"
1,1997,2,"Irish Republican Army (IRA)","Military","Firearms","Armed Assault","Western Europe","Winter"
1,1997,3,"Protestant extremists","Private Citizens & Property","Firearms","Armed Assault","Western Europe","Spring"
2,1997,3,"Other","Private Citizens & Property","Firearms","Armed Assault","Eastern Europe","Spring"
1,1997,4,"Protestant extremists","Private Citizens & Property","Melee","Unarmed Assault","Western Europe","Spring"
1,1997,5,"Irish National Liberation Army (INLA)","Police","Firearms","Assassination","Western Europe","Spring"
1,1997,5,"Other","Private Citizens & Property","Firearms","Assassination","Western Europe","Spring"
1,1997,5,"Other","Business","Firearms","Assassination","Western Europe","Spring"
1,1997,6,"Protestant extremists","Police","Firearms","Assassination","Western Europe","Summer"
1,1997,6,"Ulster Freedom Fighters (UFF)","Private Citizens & Property","Firearms","Assassination","Western Europe","Summer"
2,1997,6,"Irish Republican Army (IRA)","Police","Firearms","Armed Assault","Western Europe","Summer"
1,1997,7,"Ulster Freedom Fighters (UFF)","Military","Explosives","Bombing/Explosion","Western Europe","Summer"
1,1997,7,"Basque Fatherland and Freedom (ETA)","Government (General)","Firearms","Hostage Taking (Kidnapping)","Western Europe","Summer"
1,1997,7,"Protestant extremists","Private Citizens & Property","Firearms","Assassination","Western Europe","Summer"
1,1997,7,"Other","Private Citizens & Property","Melee","Assassination","Western Europe","Summer"
1,1997,8,"Chechen Rebels","Police","Firearms","Armed Assault","Eastern Europe","Summer"
1,1997,9,"Basque Fatherland and Freedom (ETA)","Police","Explosives","Bombing/Explosion","Western Europe","Autumn"
1,1997,9,"Ulster Volunteer Force (UVF)","Private Citizens & Property","Melee","Assassination","Western Europe","Autumn"
1,1997,10,"Other","Police","Firearms","Armed Assault","Eastern Europe","Autumn"
1,1997,10,"Ulster Volunteer Force (UVF)","Private Citizens & Property","Explosives","Assassination","Western Europe","Autumn"
1,1997,11,"Ulster Volunteer Force (UVF)","Private Citizens & Property","Melee","Assassination","Western Europe","Autumn"
1,1997,12,"Other","Private Citizens & Property","Firearms","Assassination","Western Europe","Winter"
1,1997,12,"Irish Republican Extremists","Government (General)","Firearms","Assassination","Western Europe","Winter"
1,1997,12,"Other","Business","Firearms","Armed Assault","Western Europe","Winter"
1,1997,12,"Irish National Liberation Army (INLA)","Terrorists/Non-State Militia","Firearms","Assassination","Western Europe","Winter"
1,1997,12,"Ulster Freedom Fighters (UFF)","Business","Firearms","Armed Assault","Western Europe","Winter"
1,1998,1,"Other","Private Citizens & Property","Firearms","Armed Assault","Western Europe","Winter"
1,1998,1,"Basque Fatherland and Freedom (ETA)","Government (General)","Explosives","Bombing/Explosion","Western Europe","Winter"
1,1998,1,"Other","Private Citizens & Property","Firearms","Armed Assault","Western Europe","Winter"
1,1998,1,"Other","Private Citizens & Property","Firearms","Armed Assault","Western Europe","Winter"
1,1998,1,"Irish National Liberation Army (INLA)","Private Citizens & Property","Firearms","Armed Assault","Western Europe","Winter"
1,1998,1,"Irish National Liberation Army (INLA)","Private Citizens & Property","Firearms","Armed Assault","Western Europe","Winter"
2,1998,1,"Basque Fatherland and Freedom (ETA)","Government (General)","Firearms","Assassination","Western Europe","Winter"
1,1998,2,"Other","Government (Diplomatic)","Firearms","Assassination","Western Europe","Winter"
1,1998,2,"Irish Republican Army (IRA)","Private Citizens & Property","Firearms","Armed Assault","Western Europe","Winter"
1,1998,2,"Irish Republican Army (IRA)","Private Citizens & Property","Firearms","Armed Assault","Western Europe","Winter"
2,1998,3,"Other","Private Citizens & Property","Firearms","Armed Assault","Western Europe","Spring"
1,1998,3,"Other","Police","Firearms","Armed Assault","Western Europe","Spring"
1,1998,5,"Irish Republican Army (IRA)","Business","Firearms","Armed Assault","Western Europe","Spring"
